code,area,date,median_salary,life_satisfaction,mean_salary,recycling_pct,population_size,number_of_jobs,area_size,no_of_houses,borough_flag,mean_recycle_pct,extended_pop_size,number_of_jobs_mean,total_hectar
E09000006,bromley,2004-12-01,21192.0,6.50089506934586,27617.0,23.0,297307.0,150000.0,1300380.0,129809.0,1,35.05," 312,248 ","125,500","15,013"
E09000007,camden,2004-12-01,30510.0,6.793856991784517,38595.0,25.0,207341.0,150000.0,1300380.0,94841.0,1,25.15," 210,941 ","320,000","2,179"
E09000008,croydon,2004-12-01,24371.0,6.9829458700664535,28816.0,13.0,337134.0,150000.0,1300380.0,142177.0,1,27.8," 363,545 ","147,000","8,650"
E09000009,ealing,2004-12-01,26722.0,6.892517356800706,31153.0,15.0,310073.0,150000.0,1300380.0,121428.0,1,31.3," 337,910 ","144,000","5,554"
E09000010,enfield,2004-12-01,27414.0,6.790825867383655,31068.0,24.0,282217.0,150000.0,1300380.0,116338.0,1,27.65," 307,073 ","114,500","8,220"
E09000011,greenwich,2004-12-01,25387.0,6.563448956245738,27369.0,19.0,227190.0,150000.0,1300380.0,98182.0,1,26.75," 254,017 ","82,000","5,044"
E09000012,hackney,2004-12-01,26687.0,6.581065845881139,31862.0,12.0,213581.0,150000.0,1300380.0,91588.0,1,18.0," 237,843 ","109,500","1,905"
E09000013,hammersmith and fulham,2004-12-01,29830.0,6.596523475415437,37273.0,20.0,172083.0,150000.0,1300380.0,78198.0,1,20.6," 178,334 ","139,500","1,715"
E09000014,haringey,2004-12-01,23481.0,6.540473854624361,26260.0,14.0,226472.0,150000.0,1300380.0,95714.0,1,22.65," 247,026 ","81,500","2,960"
E09000015,harrow,2004-12-01,24750.0,6.640410112756145,29745.0,19.0,216267.0,150000.0,1300380.0,82053.0,1,33.2," 237,234 ","82,000","5,046"
E09000016,havering,2004-12-01,18240.0,6.772261154984315,21505.0,16.0,225769.0,150000.0,1300380.0,95182.0,1,24.2," 241,560 ","90,500","11,446"
E09000017,hillingdon,2004-12-01,28003.0,6.610142409273946,31685.0,27.0,248691.0,150000.0,1300380.0,100306.0,1,34.1," 275,669 ","202,000","11,570"
E09000018,hounslow,2004-12-01,27457.0,6.578599165124943,34015.0,17.0,219440.0,150000.0,1300380.0,88608.0,1,25.9," 253,036 ","150,000","5,659"
E09000019,islington,2004-12-01,30410.0,6.574355898296437,40812.0,11.0,180831.0,150000.0,1300380.0,87263.0,1,22.0," 200,758 ","205,500","1,486"
E09000020,kensington and chelsea,2004-12-01,26846.0,6.802431442605712,37784.0,18.0,165752.0,150000.0,1300380.0,84363.0,1,22.6," 154,609 ","141,000","1,238"
E09000021,kingston upon thames,2004-12-01,23708.0,6.946606600792973,30786.0,18.0,151055.0,150000.0,1300380.0,63405.0,1,34.4," 159,166 ","85,000","3,726"
E09000022,lambeth,2004-12-01,27186.0,6.900987301994199,37154.0,16.0,274262.0,150000.0,1300380.0,122819.0,1,21.6," 298,512 ","150,500","2,725"
E09000023,lewisham,2004-12-01,25238.0,6.802926238001942,26340.0,10.0,252455.0,150000.0,1300380.0,110808.0,1,15.2," 277,264 ","79,500","3,532"
E09000024,merton,2004-12-01,23208.0,6.506458010795131,30224.0,20.0,188908.0,150000.0,1300380.0,80333.0,1,28.45," 202,277 ","87,500","3,762"
E09000025,newham,2004-12-01,27977.79218303146,6.842284129895205,29224.0,6.0,254434.0,150000.0,1300380.0,96805.0,1,12.4," 303,632 ","86,500","3,857"
E09000026,redbridge,2004-12-01,27977.79218303146,6.541000451529427,27206.0,16.0,248774.0,150000.0,1300380.0,96196.0,1,21.65," 277,852 ","84,000","5,644"
E09000027,richmond upon thames,2004-12-01,26770.0,6.579088052489583,30582.0,24.0,179312.0,150000.0,1300380.0,79248.0,1,35.421052631578945," 185,702 ","91,000","5,876"
E09000028,southwark,2004-12-01,29609.0,6.866353138071807,34875.0,11.0,257257.0,150000.0,1300380.0,110145.0,1,20.9," 284,351 ","246,000","2,991"
E09000029,sutton,2004-12-01,24514.0,6.559499966942911,27747.0,28.0,181094.0,150000.0,1300380.0,78054.0,1,32.95," 194,087 ","78,000","4,385"
E09000030,tower hamlets,2004-12-01,39128.0,6.649712104856361,66095.0,7.0,211154.0,150000.0,1300380.0,85341.0,1,17.15,,"237,000","2,158"
E09000031,waltham forest,2004-12-01,23857.0,6.718217836530359,25435.0,18.0,225002.0,150000.0,1300380.0,92991.0,1,24.5," 253,389 ","75,000","3,881"
E09000032,wandsworth,2004-12-01,26137.0,6.833947991283862,30740.0,17.0,278615.0,150000.0,1300380.0,124138.0,1,19.8," 302,305 ","129,500","3,522"
E09000033,westminster,2004-12-01,31482.0,6.66173222273459,46350.0,15.0,214557.0,150000.0,1300380.0,106760.0,1,17.7,,"659,000","2,203"
E09000001,city of london,2005-12-01,45000.0,6.518862499820166,74004.0,18.0,7131.0,150000.0,1300380.0,5374.0,1,23.75," 7,798 ","412,000",315
E09000002,barking and dagenham,2005-12-01,26680.0,6.924495427295709,28728.0,17.0,166275.0,150000.0,1300380.0,69261.0,1,18.7," 190,533 ","54,500","3,780"
E09000003,barnet,2005-12-01,27033.0,6.714967348725379,31652.0,27.0,327541.0,150000.0,1300380.0,133902.0,1,27.2," 355,461 ","145,000","8,675"
E09000004,bexley,2005-12-01,23936.0,6.66914725186534,28162.0,38.0,222391.0,150000.0,1300380.0,93220.0,1,41.5," 232,682 ","79,500","6,429"
E09000005,brent,2005-12-01,24209.0,6.578826199812613,27371.0,20.0,270939.0,150000.0,1300380.0,105093.0,1,25.35," 307,220 ","120,500","4,323"
E09000006,bromley,2005-12-01,24241.0,6.894304467232506,29955.0,27.0,299421.0,150000.0,1300380.0,130640.0,1,35.05," 312,248 ","125,500","15,013"
E09000007,camden,2005-12-01,31358.0,6.956752038007443,39826.0,27.0,211088.0,150000.0,1300380.0,95563.0,1,25.15," 210,941 ","320,000","2,179"
E09000008,croydon,2005-12-01,24652.0,6.740109555757328,28101.0,16.0,339052.0,150000.0,1300380.0,142566.0,1,27.8," 363,545 ","147,000","8,650"
E09000009,ealing,2005-12-01,27235.0,6.7660148020323465,32106.0,19.0,312774.0,150000.0,1300380.0,121910.0,1,31.3," 337,910 ","144,000","5,554"
E09000010,enfield,2005-12-01,24594.0,6.985704828084877,27568.0,27.0,284779.0,150000.0,1300380.0,117056.0,1,27.65," 307,073 ","114,500","8,220"
E09000011,greenwich,2005-12-01,26330.0,6.991402279770235,29105.0,22.0,230494.0,150000.0,1300380.0,99807.0,1,26.75," 254,017 ","82,000","5,044"
E09000012,hackney,2005-12-01,28923.0,6.671984520302804,35597.0,16.0,216512.0,150000.0,1300380.0,92738.0,1,18.0," 237,843 ","109,500","1,905"
E09000013,hammersmith and fulham,2005-12-01,30787.0,6.994729123655828,42492.0,21.0,173292.0,150000.0,1300380.0,78666.0,1,20.6," 178,334 ","139,500","1,715"
E09000014,haringey,2005-12-01,24626.0,6.851971138857693,26991.0,19.0,229271.0,150000.0,1300380.0,97169.0,1,22.65," 247,026 ","81,500","2,960"
E09000015,harrow,2005-12-01,26162.0,6.756216502975781,30339.0,27.0,221109.0,150000.0,1300380.0,82704.0,1,33.2," 237,234 ","82,000","5,046"
E09000016,havering,2005-12-01,24296.0,6.507556519215469,27736.0,18.0,226990.0,150000.0,1300380.0,95727.0,1,24.2," 241,560 ","90,500","11,446"
E09000017,hillingdon,2005-12-01,29351.0,6.849676447564486,32725.0,28.0,251430.0,150000.0,1300380.0,100646.0,1,34.1," 275,669 ","202,000","11,570"
E09000018,hounslow,2005-12-01,29584.0,6.970016299462702,35410.0,19.0,223776.0,150000.0,1300380.0,89509.0,1,25.9," 253,036 ","150,000","5,659"
E09000019,islington,2005-12-01,30499.0,6.771165308217057,37231.0,18.0,183477.0,150000.0,1300380.0,87942.0,1,22.0," 200,758 ","205,500","1,486"
E09000020,kensington and chelsea,2005-12-01,26855.0,6.542025938473317,33106.0,20.0,168375.0,150000.0,1300380.0,84518.0,1,22.6," 154,609 ","141,000","1,238"
E09000021,kingston upon thames,2005-12-01,24937.0,6.973006907316659,32985.0,24.0,152489.0,150000.0,1300380.0,63918.0,1,34.4," 159,166 ","85,000","3,726"
E09000022,lambeth,2005-12-01,28347.0,6.545974370482391,36464.0,22.0,277620.0,150000.0,1300380.0,123839.0,1,21.6," 298,512 ","150,500","2,725"
E09000023,lewisham,2005-12-01,28022.0,6.589195959290558,30443.0,12.0,254930.0,150000.0,1300380.0,111594.0,1,15.2," 277,264 ","79,500","3,532"
E09000024,merton,2005-12-01,25991.0,6.658398706236896,30422.0,23.0,190583.0,150000.0,1300380.0,80271.0,1,28.45," 202,277 ","87,500","3,762"
E09000025,newham,2005-12-01,26331.0,6.699554100205689,28450.0,10.0,253798.0,150000.0,1300380.0,97378.0,1,12.4," 303,632 ","86,500","3,857"
E09000026,redbridge,2005-12-01,26462.0,6.794410096961983,30087.0,17.0,251560.0,150000.0,1300380.0,96903.0,1,21.65," 277,852 ","84,000","5,644"
E09000027,richmond upon thames,2005-12-01,26809.0,6.876357252726347,30298.0,29.0,181508.0,150000.0,1300380.0,79877.0,1,35.421052631578945," 185,702 ","91,000","5,876"
E09000028,southwark,2005-12-01,29534.0,6.619188107505089,36022.0,15.0,261811.0,150000.0,1300380.0,112162.0,1,20.9," 284,351 ","246,000","2,991"
E09000029,sutton,2005-12-01,25714.0,6.649185864891417,29187.0,29.0,182103.0,150000.0,1300380.0,78354.0,1,32.95," 194,087 ","78,000","4,385"
E09000030,tower hamlets,2005-12-01,39493.0,6.921612510086798,71063.0,9.0,213382.0,150000.0,1300380.0,88380.0,1,17.15,,"237,000","2,158"
E09000031,waltham forest,2005-12-01,21931.0,6.719599285214872,25800.0,22.0,226747.0,150000.0,1300380.0,93618.0,1,24.5," 253,389 ","75,000","3,881"
E09000032,wandsworth,2005-12-01,26549.0,6.799942429953867,31455.0,21.0,283229.0,150000.0,1300380.0,125880.0,1,19.8," 302,305 ","129,500","3,522"
E09000033,westminster,2005-12-01,32519.0,6.6784148813763204,50430.0,18.0,223132.0,150000.0,1300380.0,108200.0,1,17.7,,"659,000","2,203"
E09000001,city of london,2006-12-01,46292.0,6.957246052528018,85886.0,28.0,7254.0,150000.0,1300380.0,5374.0,1,23.75," 7,798 ","412,000",315
E09000002,barking and dagenham,2006-12-01,26549.0,6.983353555451871,28660.0,21.0,167157.0,150000.0,1300380.0,69529.0,1,18.7," 190,533 ","54,500","3,780"
E09000003,barnet,2006-12-01,26071.0,6.673074875271485,30923.0,29.0,330801.0,150000.0,1300380.0,134941.0,1,27.2," 355,461 ","145,000","8,675"
E09000004,bexley,2006-12-01,24719.0,6.540036048903285,28847.0,40.0,223280.0,150000.0,1300380.0,93433.0,1,41.5," 232,682 ","79,500","6,429"
E09000005,brent,2006-12-01,25279.0,6.758911578568946,29712.0,22.0,276504.0,150000.0,1300380.0,106768.0,1,25.35," 307,220 ","120,500","4,323"
E09000006,bromley,2006-12-01,25715.0,6.846358929487089,34474.205882352944,32.0,300963.0,150000.0,1300380.0,131387.0,1,35.05," 312,248 ","125,500","15,013"
E09000007,camden,2006-12-01,32418.0,6.631245374268463,40593.0,28.0,211032.0,150000.0,1300380.0,96351.0,1,25.15," 210,941 ","320,000","2,179"
E09000008,croydon,2006-12-01,26049.0,6.6897042001012075,29842.0,20.0,340449.0,150000.0,1300380.0,142961.0,1,27.8," 363,545 ","147,000","8,650"
E09000009,ealing,2006-12-01,26354.0,6.7838004537933125,32130.0,25.0,315329.0,150000.0,1300380.0,122744.0,1,31.3," 337,910 ","144,000","5,554"
E09000010,enfield,2006-12-01,25088.0,6.501259149220392,28912.0,30.0,287429.0,150000.0,1300380.0,117614.0,1,27.65," 307,073 ","114,500","8,220"
E09000011,greenwich,2006-12-01,27363.0,6.539259712423372,29714.0,24.0,233990.0,150000.0,1300380.0,101194.0,1,26.75," 254,017 ","82,000","5,044"
E09000012,hackney,2006-12-01,30105.0,6.823874438245178,34874.0,20.0,220193.0,150000.0,1300380.0,93941.0,1,18.0," 237,843 ","109,500","1,905"
E09000013,hammersmith and fulham,2006-12-01,30464.0,6.822693121123621,42838.0,24.0,174675.0,150000.0,1300380.0,79315.0,1,20.6," 178,334 ","139,500","1,715"
E09000014,haringey,2006-12-01,27020.0,6.806495500966918,29726.0,25.0,233174.0,150000.0,1300380.0,98339.0,1,22.65," 247,026 ","81,500","2,960"
E09000015,harrow,2006-12-01,25575.0,6.856257018001118,30342.0,28.0,223632.0,150000.0,1300380.0,83363.0,1,33.2," 237,234 ","82,000","5,046"
E09000016,havering,2006-12-01,26394.0,6.740664563808351,28459.0,20.0,228198.0,150000.0,1300380.0,96191.0,1,24.2," 241,560 ","90,500","11,446"
E09000017,hillingdon,2006-12-01,28771.0,6.879326127404102,32034.0,31.0,254387.0,150000.0,1300380.0,101241.0,1,34.1," 275,669 ","202,000","11,570"
E09000018,hounslow,2006-12-01,26853.0,6.64540353005191,34303.0,20.0,228126.0,150000.0,1300380.0,90367.0,1,25.9," 253,036 ","150,000","5,659"
E09000019,islington,2006-12-01,33995.0,6.774888093561851,50794.0,24.0,185283.0,150000.0,1300380.0,88820.0,1,22.0," 200,758 ","205,500","1,486"
E09000020,kensington and chelsea,2006-12-01,26619.0,6.56524856786485,33350.0,24.0,165245.0,150000.0,1300380.0,84596.0,1,22.6," 154,609 ","141,000","1,238"
E09000021,kingston upon thames,2006-12-01,25640.0,6.802886908796373,32566.0,24.0,153667.0,150000.0,1300380.0,64249.0,1,34.4," 159,166 ","85,000","3,726"
E09000022,lambeth,2006-12-01,29930.0,6.880615916903096,38233.0,23.0,280524.0,150000.0,1300380.0,125207.0,1,21.6," 298,512 ","150,500","2,725"
E09000023,lewisham,2006-12-01,27021.0,6.788954954943004,30142.0,16.0,257976.0,150000.0,1300380.0,112632.0,1,15.2," 277,264 ","79,500","3,532"
E09000024,merton,2006-12-01,24883.0,6.691665712819851,29305.0,25.0,192520.0,150000.0,1300380.0,80541.0,1,28.45," 202,277 ","87,500","3,762"
E09000025,newham,2006-12-01,27162.0,6.83983140507662,30873.0,14.0,257994.0,150000.0,1300380.0,98274.0,1,12.4," 303,632 ","86,500","3,857"
E09000026,redbridge,2006-12-01,27940.0,6.934178850098283,31319.0,19.0,255590.0,150000.0,1300380.0,97665.0,1,21.65," 277,852 ","84,000","5,644"
E09000027,richmond upon thames,2006-12-01,28610.0,6.59289334402962,33258.0,32.0,182520.0,150000.0,1300380.0,80819.0,1,35.421052631578945," 185,702 ","91,000","5,876"
E09000028,southwark,2006-12-01,31575.0,6.882843122291002,39075.0,18.0,267553.0,150000.0,1300380.0,113731.0,1,20.9," 284,351 ","246,000","2,991"
E09000029,sutton,2006-12-01,25102.0,6.703396678311498,28965.0,30.0,182882.0,150000.0,1300380.0,78498.0,1,32.95," 194,087 ","78,000","4,385"
E09000030,tower hamlets,2006-12-01,38975.0,6.670401669537632,62719.0,12.0,218400.0,150000.0,1300380.0,91356.0,1,17.15,,"237,000","2,158"
E09000031,waltham forest,2006-12-01,23074.0,6.517370432309153,27449.0,28.0,230731.0,150000.0,1300380.0,94381.0,1,24.5," 253,389 ","75,000","3,881"
E09000032,wandsworth,2006-12-01,27405.0,6.870537141534469,32887.0,23.0,287538.0,150000.0,1300380.0,127243.0,1,19.8," 302,305 ","129,500","3,522"
E09000033,westminster,2006-12-01,33474.0,6.764336485543929,53229.0,20.0,222829.0,150000.0,1300380.0,110181.0,1,17.7,,"659,000","2,203"
E09000001,city of london,2007-12-01,49955.0,6.583253946093897,86778.0,33.0,7607.0,150000.0,1300380.0,5375.0,1,23.75," 7,798 ","412,000",315
E09000002,barking and dagenham,2007-12-01,30200.0,6.630411102664185,31994.0,20.0,169031.0,150000.0,1300380.0,69835.0,1,18.7," 190,533 ","54,500","3,780"
E09000003,barnet,2007-12-01,27436.0,6.849372482891216,33007.0,31.0,334837.0,150000.0,1300380.0,135429.0,1,27.2," 355,461 ","145,000","8,675"
E09000004,bexley,2007-12-01,26457.0,6.759256319395815,30375.0,42.0,224625.0,150000.0,1300380.0,93746.0,1,41.5," 232,682 ","79,500","6,429"
E09000005,brent,2007-12-01,25763.0,6.6448434219146195,28503.0,21.0,283273.0,150000.0,1300380.0,107970.0,1,25.35," 307,220 ","120,500","4,323"
E09000006,bromley,2007-12-01,25666.0,6.613356438372392,35021.0,34.0,302625.0,150000.0,1300380.0,132339.0,1,35.05," 312,248 ","125,500","15,013"
E09000007,camden,2007-12-01,33059.0,6.846106985877642,40595.0,27.0,211520.0,150000.0,1300380.0,96998.0,1,25.15," 210,941 ","320,000","2,179"
E09000008,croydon,2007-12-01,25965.0,6.800404165623705,29341.0,23.0,344029.0,150000.0,1300380.0,143714.0,1,27.8," 363,545 ","147,000","8,650"
E09000009,ealing,2007-12-01,27490.0,6.959646870280827,34374.0,29.0,318671.0,150000.0,1300380.0,124111.0,1,31.3," 337,910 ","144,000","5,554"
E09000010,enfield,2007-12-01,26325.0,6.583713618461084,28949.0,28.0,291534.0,150000.0,1300380.0,118667.0,1,27.65," 307,073 ","114,500","8,220"
E09000011,greenwich,2007-12-01,29319.0,6.782076674772842,32003.0,31.0,236535.0,150000.0,1300380.0,101931.0,1,26.75," 254,017 ","82,000","5,044"
E09000012,hackney,2007-12-01,28996.0,6.660352633991911,35390.0,22.0,224480.0,150000.0,1300380.0,95391.0,1,18.0," 237,843 ","109,500","1,905"
E09000013,hammersmith and fulham,2007-12-01,33535.0,6.726817144730161,46996.0,27.0,176472.0,150000.0,1300380.0,79969.0,1,20.6," 178,334 ","139,500","1,715"
E09000014,haringey,2007-12-01,26281.0,6.9910969277406725,29032.0,26.0,236793.0,150000.0,1300380.0,99827.0,1,22.65," 247,026 ","81,500","2,960"
E09000015,harrow,2007-12-01,26107.0,6.571188974642944,31063.0,40.0,226355.0,150000.0,1300380.0,84072.0,1,33.2," 237,234 ","82,000","5,046"
E09000016,havering,2007-12-01,26079.0,6.862796131996238,29418.0,24.0,229789.0,150000.0,1300380.0,97132.0,1,24.2," 241,560 ","90,500","11,446"
E09000017,hillingdon,2007-12-01,30290.0,6.716068859581553,33992.0,34.0,256981.0,150000.0,1300380.0,101525.0,1,34.1," 275,669 ","202,000","11,570"
E09000018,hounslow,2007-12-01,27547.0,6.651607333591682,34303.0,22.0,233454.0,150000.0,1300380.0,92108.0,1,25.9," 253,036 ","150,000","5,659"
E09000019,islington,2007-12-01,34779.0,6.673867335725144,53641.0,26.0,188636.0,150000.0,1300380.0,90650.0,1,22.0," 200,758 ","205,500","1,486"
E09000020,kensington and chelsea,2007-12-01,28355.0,6.5334754258131404,33248.0,28.0,162883.0,150000.0,1300380.0,84630.0,1,22.6," 154,609 ","141,000","1,238"
E09000021,kingston upon thames,2007-12-01,27274.0,6.7209318784918635,33513.0,26.0,154485.0,150000.0,1300380.0,64547.0,1,34.4," 159,166 ","85,000","3,726"
E09000022,lambeth,2007-12-01,30633.0,6.5998528439016875,41050.0,25.0,284964.0,150000.0,1300380.0,126555.0,1,21.6," 298,512 ","150,500","2,725"
E09000023,lewisham,2007-12-01,27673.0,6.533607783883307,29832.0,22.0,261188.0,150000.0,1300380.0,113286.0,1,15.2," 277,264 ","79,500","3,532"
E09000024,merton,2007-12-01,26346.0,6.5335589163628995,30731.0,27.0,194260.0,150000.0,1300380.0,80534.0,1,28.45," 202,277 ","87,500","3,762"
E09000025,newham,2007-12-01,27434.0,6.9437633548862445,32363.0,14.0,266285.0,150000.0,1300380.0,98994.0,1,12.4," 303,632 ","86,500","3,857"
E09000026,redbridge,2007-12-01,29429.0,6.753555170741921,33111.0,22.0,259965.0,150000.0,1300380.0,98687.0,1,21.65," 277,852 ","84,000","5,644"
E09000027,richmond upon thames,2007-12-01,30881.0,6.800050502125518,37366.0,36.0,182421.0,150000.0,1300380.0,81105.0,1,35.421052631578945," 185,702 ","91,000","5,876"
E09000028,southwark,2007-12-01,32000.0,6.52625739348868,39710.0,20.0,272626.0,150000.0,1300380.0,116042.0,1,20.9," 284,351 ","246,000","2,991"
E09000029,sutton,2007-12-01,25182.0,6.826706293665934,28531.0,32.0,184174.0,150000.0,1300380.0,78633.0,1,32.95," 194,087 ","78,000","4,385"
E09000030,tower hamlets,2007-12-01,41117.0,6.652041457453459,72749.0,13.0,225251.0,150000.0,1300380.0,94373.0,1,17.15,,"237,000","2,158"
E09000031,waltham forest,2007-12-01,25034.0,6.510649619751083,27129.0,30.0,235665.0,150000.0,1300380.0,95303.0,1,24.5," 253,389 ","75,000","3,881"
E09000032,wandsworth,2007-12-01,30513.0,6.997292276920927,38209.0,25.0,291440.0,150000.0,1300380.0,128946.0,1,19.8," 302,305 ","129,500","3,522"
E09000033,westminster,2007-12-01,35315.0,6.700329941012152,52597.0,23.0,220619.0,150000.0,1300380.0,111743.0,1,17.7,,"659,000","2,203"
E09000001,city of london,2008-12-01,50503.0,6.912672762511342,82973.0,34.0,7429.0,150000.0,1300380.0,5421.0,1,23.75," 7,798 ","412,000",315
E09000002,barking and dagenham,2008-12-01,29396.0,6.840064645577009,31795.0,25.0,172452.0,150000.0,1300380.0,70551.0,1,18.7," 190,533 ","54,500","3,780"
E09000003,barnet,2008-12-01,27978.0,6.611665944954112,34468.0,31.0,339212.0,150000.0,1300380.0,136680.0,1,27.2," 355,461 ","145,000","8,675"
E09000004,bexley,2008-12-01,28326.0,6.82615426987915,31305.0,51.0,226652.0,150000.0,1300380.0,94078.0,1,41.5," 232,682 ","79,500","6,429"
E09000005,brent,2008-12-01,27326.0,6.623940639864238,29631.0,28.0,290901.0,150000.0,1300380.0,109037.0,1,25.35," 307,220 ","120,500","4,323"
E09000006,bromley,2008-12-01,27236.0,6.902742123541051,33378.0,36.0,304968.0,150000.0,1300380.0,133112.0,1,35.05," 312,248 ","125,500","15,013"
E09000007,camden,2008-12-01,35314.0,6.633469388704531,42816.0,28.0,210273.0,150000.0,1300380.0,97517.0,1,25.15," 210,941 ","320,000","2,179"
E09000008,croydon,2008-12-01,27482.0,6.832490523102716,31842.0,28.0,349308.0,150000.0,1300380.0,144896.0,1,27.8," 363,545 ","147,000","8,650"
E09000009,ealing,2008-12-01,29439.0,6.8520228600934825,35772.0,35.0,324022.0,150000.0,1300380.0,125531.0,1,31.3," 337,910 ","144,000","5,554"
E09000010,enfield,2008-12-01,25550.0,6.741509813251972,28930.0,27.0,297443.0,150000.0,1300380.0,119946.0,1,27.65," 307,073 ","114,500","8,220"
E09000011,greenwich,2008-12-01,30766.0,6.841303821006119,33637.0,42.0,239748.0,150000.0,1300380.0,102257.0,1,26.75," 254,017 ","82,000","5,044"
E09000012,hackney,2008-12-01,31589.0,6.78255013012131,39016.0,23.0,231041.0,150000.0,1300380.0,97302.0,1,18.0," 237,843 ","109,500","1,905"
E09000013,hammersmith and fulham,2008-12-01,27977.79218303146,6.673546897175737,46620.0,28.0,177088.0,150000.0,1300380.0,80510.0,1,20.6," 178,334 ","139,500","1,715"
E09000014,haringey,2008-12-01,29859.0,6.670573806612602,31703.0,22.0,244459.0,150000.0,1300380.0,100960.0,1,22.65," 247,026 ","81,500","2,960"
E09000015,harrow,2008-12-01,27627.0,6.874648275807993,31746.0,43.0,229567.0,150000.0,1300380.0,84535.0,1,33.2," 237,234 ","82,000","5,046"
E09000016,havering,2008-12-01,28800.0,6.750300151268132,32386.0,27.0,231793.0,150000.0,1300380.0,97551.0,1,24.2," 241,560 ","90,500","11,446"
E09000017,hillingdon,2008-12-01,31291.0,6.575897514920425,37349.0,35.0,261051.0,150000.0,1300380.0,102020.0,1,34.1," 275,669 ","202,000","11,570"
E09000018,hounslow,2008-12-01,29475.0,6.662350989501654,39109.0,24.0,237907.0,150000.0,1300380.0,94100.0,1,25.9," 253,036 ","150,000","5,659"
E09000019,islington,2008-12-01,36357.0,6.563881175316435,58261.0,28.0,192089.0,150000.0,1300380.0,92378.0,1,22.0," 200,758 ","205,500","1,486"
E09000020,kensington and chelsea,2008-12-01,30217.0,6.827642818616265,37538.0,30.0,162579.0,150000.0,1300380.0,84577.0,1,22.6," 154,609 ","141,000","1,238"
E09000021,kingston upon thames,2008-12-01,26583.0,6.817492309638594,33180.0,35.0,156027.0,150000.0,1300380.0,64812.0,1,34.4," 159,166 ","85,000","3,726"
E09000022,lambeth,2008-12-01,30566.0,6.739969242182258,41396.0,26.0,289126.0,150000.0,1300380.0,127978.0,1,21.6," 298,512 ","150,500","2,725"
E09000023,lewisham,2008-12-01,29403.0,6.505332276825438,31399.0,21.0,266508.0,150000.0,1300380.0,114370.0,1,15.2," 277,264 ","79,500","3,532"
E09000024,merton,2008-12-01,28363.0,6.813598229679109,31929.0,30.0,195859.0,150000.0,1300380.0,80683.0,1,28.45," 202,277 ","87,500","3,762"
E09000025,newham,2008-12-01,29467.0,6.7766833485655,34686.0,15.0,276478.0,150000.0,1300380.0,99915.0,1,12.4," 303,632 ","86,500","3,857"
E09000026,redbridge,2008-12-01,29283.0,6.63319999312179,32261.0,26.0,265452.0,150000.0,1300380.0,99313.0,1,21.65," 277,852 ","84,000","5,644"
E09000027,richmond upon thames,2008-12-01,32437.0,6.626369288828756,37760.0,42.0,182927.0,150000.0,1300380.0,81458.0,1,35.421052631578945," 185,702 ","91,000","5,876"
E09000028,southwark,2008-12-01,31227.0,6.851801030639217,40353.0,21.0,276973.0,150000.0,1300380.0,118189.0,1,20.9," 284,351 ","246,000","2,991"
E09000029,sutton,2008-12-01,26082.0,6.709858857821375,29869.0,32.0,185860.0,150000.0,1300380.0,79116.0,1,32.95," 194,087 ","78,000","4,385"
E09000030,tower hamlets,2008-12-01,41880.0,6.918779390206047,70217.0,19.0,231893.0,150000.0,1300380.0,97010.0,1,17.15,,"237,000","2,158"
E09000031,waltham forest,2008-12-01,26609.0,6.713880752344294,28814.0,28.0,242098.0,150000.0,1300380.0,96281.0,1,24.5," 253,389 ","75,000","3,881"
E09000032,wandsworth,2008-12-01,30808.0,6.926529052706176,40916.0,27.0,294305.0,150000.0,1300380.0,130226.0,1,19.8," 302,305 ","129,500","3,522"
E09000033,westminster,2008-12-01,36048.0,6.506935860873015,59836.0,23.0,218673.0,150000.0,1300380.0,113413.0,1,17.7,,"659,000","2,203"
E09000001,city of london,2009-12-01,52092.0,6.8702875382154485,80769.0,35.0,7472.0,150000.0,1300380.0,5467.0,1,23.75," 7,798 ","412,000",315
E09000002,barking and dagenham,2009-12-01,30973.0,6.856861611335575,33126.0,33.0,177580.0,150000.0,1300380.0,70839.0,1,18.7," 190,533 ","54,500","3,780"
E09000003,barnet,2009-12-01,30496.0,6.94547855062878,35013.0,33.0,345829.0,150000.0,1300380.0,137769.0,1,27.2," 355,461 ","145,000","8,675"
E09000004,bexley,2009-12-01,28222.0,6.6305665443961095,31988.0,51.0,228146.0,150000.0,1300380.0,94371.0,1,41.5," 232,682 ","79,500","6,429"
E09000005,brent,2009-12-01,27503.0,6.894312028568055,31033.0,29.0,298118.0,150000.0,1300380.0,110244.0,1,25.35," 307,220 ","120,500","4,323"
E09000006,bromley,2009-12-01,26951.0,6.824781760738658,33329.0,40.0,306924.0,150000.0,1300380.0,133673.0,1,35.05," 312,248 ","125,500","15,013"
E09000007,camden,2009-12-01,36375.0,6.724064817233641,45633.0,30.0,212924.0,150000.0,1300380.0,98557.0,1,25.15," 210,941 ","320,000","2,179"
E09000008,croydon,2009-12-01,28225.0,6.908650601079978,33826.0,32.0,352763.0,150000.0,1300380.0,146152.0,1,27.8," 363,545 ","147,000","8,650"
E09000009,ealing,2009-12-01,28234.0,6.586665274936879,34873.0,38.0,329966.0,150000.0,1300380.0,126381.0,1,31.3," 337,910 ","144,000","5,554"
